,ds,cities,y,yhat,yhat_upper,yhat_lower
4782,2024-07-01,Mexico City,,297.1493024501188,312.7538869458713,279.10967517145843
4783,2024-08-01,Mexico City,,297.6644234712564,313.3485218714882,279.4454190205566
4784,2024-09-01,Mexico City,,296.8366802947756,312.8196146573648,278.39277131432306
4785,2024-10-01,Mexico City,,296.0190121745895,312.0046609935041,277.2843544294961
4786,2024-11-01,Mexico City,,295.1472388825598,311.24550844368116,275.96449092047044
4787,2024-12-01,Mexico City,,293.324445512442,310.0282158124351,273.80142152194634
4788,2025-01-01,Mexico City,,293.9975028084556,310.94484885591646,275.0953166702686
4789,2025-02-01,Mexico City,,294.3935210825921,311.5001614594979,275.3829428737628
4790,2025-03-01,Mexico City,,296.1967716248011,313.7364309264717,276.5921861697427
4791,2025-04-01,Mexico City,,298.2687702665271,315.9748951708677,278.5486625056203
4792,2025-05-01,Mexico City,,298.9709180697164,316.70089584024714,278.8259579111315
4793,2025-06-01,Mexico City,,298.15877536390235,315.67673302475055,277.6667278301696
4794,2025-07-01,Mexico City,,297.4488511504448,315.494408667728,277.01937281929656
4795,2025-08-01,Mexico City,,297.83350484114897,315.83616910257473,277.61054349734616
4796,2025-09-01,Mexico City,,297.1762154962787,315.44540522669996,276.4407624611702
4797,2025-10-01,Mexico City,,296.27043502691487,314.7838633029834,274.79964862973213
4798,2025-11-01,Mexico City,,295.2957455653676,314.0688931065473,274.15378465813023
4799,2025-12-01,Mexico City,,293.7237698045078,312.25475365036766,272.3724839562761
4800,2026-01-01,Mexico City,,293.8691349943146,313.1753061366566,271.92509477120535
4801,2026-02-01,Mexico City,,294.532012304701,313.7059864766954,272.35079525818196
4802,2026-03-01,Mexico City,,296.60218388188883,316.10529089089255,274.5071425407611
4803,2026-04-01,Mexico City,,298.68142692431377,318.5943366602575,276.6535897423954
4804,2026-05-01,Mexico City,,298.9668935446077,319.02573663620376,276.42680737638216
4805,2026-06-01,Mexico City,,298.20416093375945,318.0172918494308,274.89029220397435
4806,2026-07-01,Mexico City,,297.7518229131349,318.45589208421956,274.73466861987026
4807,2026-08-01,Mexico City,,298.00444106713826,318.40384077067444,274.4583023172406
4808,2026-09-01,Mexico City,,297.51680244461556,317.80570786961897,273.532873133972
4809,2026-10-01,Mexico City,,296.5193439376069,317.3003928772082,272.9832395432716
4810,2026-11-01,Mexico City,,295.44385432044544,317.0030632827243,271.48664544094163
4811,2026-12-01,Mexico City,,294.11916091652336,314.8134642449971,269.9806017391084
4812,2027-01-01,Mexico City,,293.73887116899897,315.25331000770433,269.24288605841946
4813,2027-02-01,Mexico City,,294.6780027101067,316.0161304066854,269.70452699297186
4814,2027-03-01,Mexico City,,297.0101878537619,319.15314085218023,271.89580758003285
4815,2027-04-01,Mexico City,,299.0874466481584,321.3248096096515,273.45577886541736
4816,2027-05-01,Mexico City,,298.95688794380436,320.8695681620858,273.26573426354133
4817,2027-06-01,Mexico City,,298.25249783856606,320.7551681274192,272.7915670719343
4818,2027-07-01,Mexico City,,298.05817191654626,320.65458224216263,271.52466424253583
4819,2027-08-01,Mexico City,,298.17721597417574,320.87724774190343,271.2132661641539
4820,2027-09-01,Mexico City,,297.85828759846083,320.810372192586,270.80524443221213
4821,2027-10-01,Mexico City,,296.76567908162616,319.8095883374994,269.1250502539045
4822,2027-11-01,Mexico City,,295.59159517738254,319.22930997540556,267.5122360518382
4823,2027-12-01,Mexico City,,294.5105384714162,318.2137535968172,266.8880872627567
4824,2028-01-01,Mexico City,,293.60707867602576,317.37958082735804,265.575003899046
4825,2028-02-01,Mexico City,,294.83160677955976,319.4362194759973,266.2839179560194
4826,2028-03-01,Mexico City,,296.6352693996162,320.87510114114076,267.88612633733345
4827,2028-04-01,Mexico City,,298.69073856275463,323.47071504878954,269.5384112321395
4828,2028-05-01,Mexico City,,299.80970528023954,324.2413876776529,270.598345382147
4829,2028-06-01,Mexico City,,298.9570851146333,323.8408596443186,269.4170236418806
4830,2028-07-01,Mexico City,,297.9902974008848,323.5805410597099,268.2113616617536
4831,2028-08-01,Mexico City,,298.50541842202136,323.7149603822616,267.70756960893544
4832,2028-09-01,Mexico City,,297.67767524554193,323.30327050330646,267.6545036205825
4833,2028-10-01,Mexico City,,296.8600071253537,322.6904308438195,266.55252262408567
4834,2028-11-01,Mexico City,,295.9882338333253,322.58085068897816,265.45840286733136
4835,2028-12-01,Mexico City,,294.1654404632078,320.2978327961434,262.9581385094675
4836,2029-01-01,Mexico City,,294.83849775921846,321.7967736237293,264.1684456169816
4837,2029-02-01,Mexico City,,295.23451603335656,322.07340215566126,264.1169308813101
4838,2029-03-01,Mexico City,,297.03776657556404,323.9123487160202,264.71636483020825
4839,2029-04-01,Mexico City,,299.1097652172912,326.139074454541,266.7126873427285
4840,2029-05-01,Mexico City,,299.81191302048086,327.72015143909437,267.2038455972934
4841,2029-06-01,Mexico City,,298.99977031466665,326.3559362215678,266.6525736102211
4842,2029-07-01,Mexico City,,298.2898461012103,325.9864856105819,266.053107228542
4843,2029-08-01,Mexico City,,298.6744997919141,326.6777497381571,265.71368880873536
4844,2029-09-01,Mexico City,,298.01721044704334,325.8234573080481,264.8128128743322
4845,2029-10-01,Mexico City,,297.11142997767917,326.09843410590827,263.8881325579038
4846,2029-11-01,Mexico City,,296.1367405161333,325.0406732511556,263.0936206318076
4847,2029-12-01,Mexico City,,294.56476475527074,323.3673832468082,260.3066408159917
4848,2030-01-01,Mexico City,,294.71012994508175,324.0032769942048,260.67123044546986
4849,2030-02-01,Mexico City,,295.37300725546396,324.75270639234634,260.87490968845583
4850,2030-03-01,Mexico City,,297.4431788326554,327.81537692133844,261.51793853332214
4851,2030-04-01,Mexico City,,299.5224218750798,329.7387740544422,264.32288771779525
4852,2030-05-01,Mexico City,,299.80788849537265,329.50641073578174,264.5181964722648
4853,2030-06-01,Mexico City,,299.0451558845247,329.1382589057936,263.59910936726567
4854,2030-07-01,Mexico City,,298.59281786389954,328.8526270727812,261.9452559538163
4855,2030-08-01,Mexico City,,298.84543601790483,329.9228565056673,261.76910102912046
4856,2030-09-01,Mexico City,,298.35779739538026,329.18941678152567,262.0600963017347
4857,2030-10-01,Mexico City,,297.36033888837267,328.607848490018,260.44296167449926
4858,2030-11-01,Mexico City,,296.2848492712097,327.4750104005368,258.8089257369485
4859,2030-12-01,Mexico City,,294.96015586728964,326.8141457394734,257.591774742562
4860,2031-01-01,Mexico City,,294.57986611976384,326.75753768479973,256.86163139688125
4861,2031-02-01,Mexico City,,295.51899766087115,327.75926822305024,257.61325064867236
4862,2031-03-01,Mexico City,,297.8511828045241,330.5884314979256,259.6699511277146
4863,2031-04-01,Mexico City,,299.9284415989229,332.6386858082694,260.7784037768113
4864,2031-05-01,Mexico City,,299.797882894566,333.1749723099793,260.7512319904133
4865,2031-06-01,Mexico City,,299.09349278932916,331.64497212990165,260.24665273484294
4866,2031-07-01,Mexico City,,298.8991668673117,332.5440462827196,259.1128920702075
4867,2031-08-01,Mexico City,,299.0182109249427,332.79882644586377,258.79121692395864
4868,2031-09-01,Mexico City,,298.6992825492259,332.33247245339976,258.27968850688313
4869,2031-10-01,Mexico City,,297.6066740323919,331.61613836071945,256.8542240055876
4870,2031-11-01,Mexico City,,296.4325901281474,331.0013958800714,255.7845256343191
4871,2031-12-01,Mexico City,,295.3515334221802,329.7288480724062,253.99781358150497
4872,2032-01-01,Mexico City,,294.44807362679063,328.98808565703354,253.15016999771836
4873,2032-02-01,Mexico City,,295.67260173032525,331.0437781508467,253.71140712501523
4874,2032-03-01,Mexico City,,297.47626435038,333.0369322790419,255.734277777536
4875,2032-04-01,Mexico City,,299.5317335135194,334.88816319504554,257.8055913202681
4876,2032-05-01,Mexico City,,300.6507002310006,336.88740499721183,258.5363196685676
4877,2032-06-01,Mexico City,,299.79808006539685,335.9047000028455,256.7579418676541
4878,2032-07-01,Mexico City,,298.8312923516489,335.75290986046735,256.11951382479515
4879,2032-08-01,Mexico City,,299.3464133727858,335.5000489789404,256.12394266447444
4880,2032-09-01,Mexico City,,298.5186701963048,335.6441648881623,254.92200556976294
4881,2032-10-01,Mexico City,,297.70100207612063,334.19137171692756,254.65907057916226
4882,2032-11-01,Mexico City,,296.82922878409045,333.3183358383389,252.62516385227906
4883,2032-12-01,Mexico City,,295.00643541397267,332.24997176141466,251.02556994219947
4884,2033-01-01,Mexico City,,295.679492709985,333.0403904531178,251.55547386852186
4885,2033-02-01,Mexico City,,296.0755109841232,334.07751965500034,251.94229327123904
4886,2033-03-01,Mexico City,,297.87876152633106,336.91310358412306,253.6334805531336
4887,2033-04-01,Mexico City,,299.95076016806024,337.9235623165411,254.70349733598948
4888,2033-05-01,Mexico City,,300.6529079712488,339.16699191147205,255.62300510020276
4889,2033-06-01,Mexico City,,299.8407652654337,338.70446431874984,254.4196154879986
4890,2033-07-01,Mexico City,,299.13084105197646,338.2505267513698,253.5633181297861
4891,2033-08-01,Mexico City,,299.51549474267864,338.8093855529105,253.55602309881857
4892,2033-09-01,Mexico City,,298.85820539781054,338.9225798539557,252.80101123497153
4893,2033-10-01,Mexico City,,297.9524249284444,337.8595969554794,250.63679933704245
4894,2033-11-01,Mexico City,,296.97773546689785,336.44580844533937,250.16906376910075
4895,2033-12-01,Mexico City,,295.4057597060379,335.69347180164965,248.31246286823884
4896,2000-01-01,Prague,275.60394,276.4676422661221,280.2927673434705,272.45342182647727
4897,2000-02-01,Prague,282.11316,278.55846840100617,282.4801088700186,274.5546534303836
4898,2000-03-01,Prague,279.9321,281.5293683678323,285.57427745831086,277.85840834473765
4899,2000-04-01,Prague,283.89816,284.89964299740114,288.8215078667471,280.65439420965237
4900,2000-05-01,Prague,291.7833,293.3825452108681,297.5249604635168,289.59215799956786
4901,2000-06-01,Prague,295.3923,297.3450621962043,301.15747072262633,293.4645040449015
4902,2000-07-01,Prague,299.77332,300.63043319537803,304.7196868580686,296.642611348007
4903,2000-08-01,Prague,298.69943,296.7404559008368,300.53817282848837,292.6604954510202
4904,2000-09-01,Prague,294.90665,293.7479232125233,297.30943582746323,289.7681372063889
4905,2000-10-01,Prague,290.03064,288.462354344301,292.6152818231446,284.6030854179864
4906,2000-11-01,Prague,280.21353,280.6045106836684,284.58003587140286,276.6383682238098
4907,2000-12-01,Prague,277.17685,277.1517045852184,280.9217331119913,273.17362706258587
4908,2001-01-01,Prague,274.4392,277.21146538088306,281.31978754676896,273.0417836778509
4909,2001-02-01,Prague,279.00787,279.251781305002,283.126241801872,275.41940151133747
4910,2001-03-01,Prague,281.14883,281.5057735881279,285.639180642833,277.5989606164137
4911,2001-04-01,Prague,285.32184,285.6321873330483,289.6664296509624,281.7923306493581
4912,2001-05-01,Prague,291.08423,292.60986335476616,296.6605980958104,288.60745028602247
4913,2001-06-01,Prague,298.4045,297.4198967331394,301.4869270712357,293.4539564774206
4914,2001-07-01,Prague,300.36133,300.36010644132944,304.4718638550569,296.08567039070886
4915,2001-08-01,Prague,299.65897,297.37906743464714,301.3177546790788,293.26729719171294
4916,2001-09-01,Prague,297.59048,294.14890264635545,298.1465503873307,290.3243317322061
4917,2001-10-01,Prague,289.45337,287.59998982779445,291.6531520958362,283.5918681759792
4918,2001-11-01,Prague,281.14603,280.8954826726936,284.80019871123136,276.93025669927204
4919,2001-12-01,Prague,278.28912,277.62702599958584,281.6798376248468,273.96524470306264
4920,2002-01-01,Prague,273.26703,276.99572013619394,281.1107432978917,273.0280446355505
4921,2002-02-01,Prague,274.72357,279.04165697859906,282.954272337601,275.21567018516924
4922,2002-03-01,Prague,284.23495,281.48956152412256,285.457170187733,277.5481983713094
4923,2002-04-01,Prague,285.72,286.3531257422375,290.09432738308925,282.4003166817345
4924,2002-05-01,Prague,293.41772,291.8241291935398,295.86615381517294,287.67776814119645
4925,2002-06-01,Prague,298.3159,297.4962540938448,301.51934116354926,293.4644437953864
4926,2002-07-01,Prague,297.25754,300.09408842528507,303.7571172420255,296.2553466922406
4927,2002-08-01,Prague,297.7253,298.01764218431305,302.2819723547014,294.1094142458774
4928,2002-09-01,Prague,297.89618,294.5249219532323,298.53034848423124,290.51960578696736
4929,2002-10-01,Prague,284.52332,286.72986744829257,290.60071392758425,282.8495273739776
4930,2002-11-01,Prague,282.80792,281.1967844103015,285.15936048017477,277.41077530461484
4931,2002-12-01,Prague,278.07172,278.0926157344587,281.6433603198651,274.02469782350374
4932,2003-01-01,Prague,276.7906,276.7665335387308,280.64318073479427,273.08434416592314
4933,2003-02-01,Prague,277.26224,278.8292590382617,282.9988032746502,274.93947103162054
4934,2003-03-01,Prague,284.87314,281.47933635278264,285.33836663318573,277.7393246480197
4935,2003-04-01,Prague,288.42694,287.06165439988354,290.60811893570946,283.18245004093984
4936,2003-05-01,Prague,292.60294,291.0269932787903,294.71315489816817,287.0417517508108
4937,2003-06-01,Prague,297.85703,297.5763941828802,301.7099680847266,293.54008386169806
4938,2003-07-01,Prague,299.56842,299.8356843664748,303.428029701738,295.90123455594437
4939,2003-08-01,Prague,300.44992,298.6597736811416,302.5586943636097,294.61464027277583
4940,2003-09-01,Prague,293.4738,294.8810997247495,298.91145682037154,291.2055441099795
4941,2003-10-01,Prague,285.5198,285.85948061736514,289.81416600546356,282.04682223761245
4942,2003-11-01,Prague,283.07208,281.51428463755104,285.29996109639455,277.44659279359377
4943,2003-12-01,Prague,279.3624,278.5534568114856,282.43769145896965,274.900503811527
4944,2004-01-01,Prague,277.7489,276.52904704250903,280.11025806365706,272.42111356462954
4945,2004-02-01,Prague,276.53702,278.6192902729568,282.52815028589964,274.71122328307285
4946,2004-03-01,Prague,282.0059,281.58964494209215,285.45114598164804,277.73779454968707
4947,2004-04-01,Prague,282.53333,284.95933666722334,288.85145610292574,280.78735810723924
4948,2004-05-01,Prague,291.5518,293.441674779637,297.14306715607825,289.5811989198968
4949,2004-06-01,Prague,297.91763,297.4036088605373,301.48187525070506,293.339017916002
4950,2004-07-01,Prague,296.69403,300.7232684255718,304.4323778383783,296.79648280782794
4951,2004-08-01,Prague,294.77106,296.8687226490822,300.79943055571647,292.9431095100645
4952,2004-09-01,Prague,289.608,293.9116214788245,297.9548681614809,290.04735682307495
4953,2004-10-01,Prague,286.63004,288.66034117646814,292.69925484926824,284.715051883874
4954,2004-11-01,Prague,278.67194,280.83792903388513,284.6795281318918,276.7375469249082
4955,2004-12-01,Prague,275.6303,277.4194115012904,281.0198158984149,273.53310178758744
4956,2005-01-01,Prague,275.13965,277.5146038221617,281.182770922031,273.42182674709284
4957,2005-02-01,Prague,281.3619,279.59035127148786,283.6977647700129,275.80805740998727
4958,2005-03-01,Prague,285.82388,281.8763462225385,285.74532520642435,277.8427328195161
4959,2005-04-01,Prague,289.0556,286.03819149266087,289.9088716810298,282.08029923882447
4960,2005-05-01,Prague,295.9765,293.0501560871571,297.0364130509962,289.10857307225996
4961,2005-06-01,Prague,299.67334,297.8956207181452,301.8783193257291,293.8590622926243
4962,2005-07-01,Prague,299.7468,300.870118735316,304.61927937140484,297.2017557451569
4963,2005-08-01,Prague,296.80447,297.92451098124656,301.79822426705704,294.10388996451815
4964,2005-09-01,Prague,294.699,294.72977744556925,298.41244040795203,290.661697263479
4965,2005-10-01,Prague,287.31857,288.21515293600294,292.2393586417896,284.56494958374657
4966,2005-11-01,Prague,284.44016,281.51996200592623,285.30587402431956,277.77412270302705
4967,2005-12-01,Prague,278.68457,278.26052103446614,282.2854484494781,274.6048358136994
4968,2006-01-01,Prague,281.33676,277.63853139610563,281.9183844188102,273.71425923360226
4969,2006-02-01,Prague,280.7834,279.6937844635397,283.69856726954976,275.5219951196662
4970,2006-03-01,Prague,282.31216,282.1501036639296,286.3321920697602,278.28716795461185
4971,2006-04-01,Prague,287.36603,286.9890178303134,290.85208568986894,282.9664366998903
4972,2006-05-01,Prague,289.9625,292.4361664108258,296.5518220701813,288.56644008051967
4973,2006-06-01,Prague,298.63177,298.08364127798495,301.9145805668363,294.21422869690326
4974,2006-07-01,Prague,298.35175,300.6576207386422,304.50683609478847,296.65800903855796
4975,2006-08-01,Prague,298.48892,298.5565244645243,302.39296098263117,294.82121836926365
4976,2006-09-01,Prague,296.91324,295.0391542002998,299.0287567182492,291.2328581406156
4977,2006-10-01,Prague,287.894,287.21389874181006,291.32780848823415,283.0682733695669
4978,2006-11-01,Prague,279.9784,281.6496080518199,285.5928203879835,277.79244521233943
4979,2006-12-01,Prague,279.21555,278.5152384224334,282.7830554838787,274.6595101848321
4980,2007-01-01,Prague,276.50638,277.15794857470655,281.0385010512591,273.6047672518263
4981,2007-02-01,Prague,280.53986,279.1894664222401,283.2338558654072,275.39830050465287
4982,2007-03-01,Prague,282.44232,281.8107340176912,285.70680224057367,277.8763175085017
4983,2007-04-01,Prague,288.82462,287.36115559010767,291.23079164382636,283.24458623165555
4984,2007-05-01,Prague,292.72662,291.2956269128615,295.1525064125993,287.10076006057125
4985,2007-06-01,Prague,299.066,297.8131313422735,301.6772079445586,294.1969291999063
4986,2007-07-01,Prague,301.33276,300.0415539697205,303.8174487588002,296.04052101632686
4987,2007-08-01,Prague,297.16556,298.83374679355455,302.6260917990102,295.0633427759744
4988,2007-09-01,Prague,293.47775,295.0231763301117,299.0132972143029,291.12553350952885
4989,2007-10-01,Prague,286.4143,285.9706896352478,290.0464836230049,281.7600191260996
4990,2007-11-01,Prague,274.13525,281.5935971483879,285.48874537578007,277.70607475094124
4991,2007-12-01,Prague,277.85806,278.60190173485006,282.6354821948562,274.6595827660793
4992,2008-01-01,Prague,277.4124,276.54559545882194,280.45961499266133,272.4836890553828
4993,2008-02-01,Prague,280.8906,278.6039420819483,282.6772343351776,274.5930602300298
4994,2008-03-01,Prague,283.51312,281.5444579893937,285.68167792966705,277.7275106692484
4995,2008-04-01,Prague,284.2785,284.8822531072068,288.82200280355397,280.8726741717258
4996,2008-05-01,Prague,292.84915,293.33372353510384,297.3062848116668,289.4567743649795
4997,2008-06-01,Prague,299.41122,297.2637610086866,301.3386578479383,293.40478265481727
4998,2008-07-01,Prague,302.2999,300.5177002017007,304.40939337945474,296.98736014274215
4999,2008-08-01,Prague,299.1478,296.59524337412563,300.63144870513787,292.7817732882693
5000,2008-09-01,Prague,294.00842,293.5702311527786,297.6299125398373,289.3700392980854
5001,2008-10-01,Prague,285.34714,288.2532304784015,292.2576310472186,284.40794820583375
5002,2008-11-01,Prague,282.41974,280.3629072847325,283.88702486024124,276.1471708182494
5003,2008-12-01,Prague,274.25894,276.87866939341035,280.84099083080883,272.9001063635141
5004,2009-01-01,Prague,277.79645,276.9059506671969,280.9651160504986,272.9096221929567
5005,2009-02-01,Prague,276.93002,278.91378706943334,282.8077893510381,274.49323073975194
5006,2009-03-01,Prague,277.1445,281.13844301021356,285.17474874306606,277.14150489841916
5007,2009-04-01,Prague,284.49948,285.2323772332556,289.2220755253279,281.16866595483026
5008,2009-05-01,Prague,290.6754,292.17862145959685,296.315002894085,288.3827258866107
5009,2009-06-01,Prague,295.91183,296.9826636964412,300.8968564557284,293.2374488624609
5010,2009-07-01,Prague,302.4559,299.9170755257256,304.0090996175982,295.90018130811154
5011,2009-08-01,Prague,297.00525,296.93004537751193,300.6379160249115,292.89763769828375
5012,2009-09-01,Prague,291.67117,293.69388944768684,297.70927870456933,290.0524169540236
5013,2009-10-01,Prague,288.6614,287.13917875022565,291.00587850304714,282.99663968664163
5014,2009-11-01,Prague,279.9066,280.42924864640537,284.41263050265195,276.3254952628713
5015,2009-12-01,Prague,277.9606,277.15554395841315,281.1414004685769,273.03508914865785
5016,2010-01-01,Prague,279.08774,276.5188151463056,280.466896629484,272.73850130515467
5017,2010-02-01,Prague,277.38147,278.5593290399949,282.60183005130773,274.5925801811096
5018,2010-03-01,Prague,282.99445,281.0023354382896,284.93135853898525,277.2382457965436
5019,2010-04-01,Prague,284.92862,285.8604767118093,289.9467113058781,282.00951553202515
5020,2010-05-01,Prague,292.6898,291.3262321701985,294.9731755083885,287.4763703908753
5021,2010-06-01,Prague,297.52322,296.99293414449437,300.8413116188646,292.88915110140874
5022,2010-07-01,Prague,301.98154,299.585520483021,303.63311515186365,295.8656873385006
5023,2010-08-01,Prague,296.14536,297.50365131604593,301.40801121892343,293.50233531132073
5024,2010-09-01,Prague,293.121,294.0055081589515,298.3062808154496,290.2769837426565
5025,2010-10-01,Prague,285.07697,286.21917599582116,289.8113782962764,281.90852183258784
5026,2010-11-01,Prague,280.17654,280.695106044376,284.6767136350377,276.7248814865653
5027,2010-12-01,Prague,275.75388,277.59965971035246,281.44716043472124,273.7436952468099
5028,2011-01-01,Prague,278.47168,276.28259060116164,280.008788889332,272.52518512308257
5029,2011-02-01,Prague,278.1685,278.3543291872339,282.3102771726367,274.5058774438529
5030,2011-03-01,Prague,278.9728,281.03759953706015,284.87248783526167,277.1064602358617
5031,2011-04-01,Prague,287.79993,286.65666701610246,290.69318177933746,282.755654561542
5032,2011-05-01,Prague,289.72992,290.65756986140417,294.7373247463645,286.33134042136203
5033,2011-06-01,Prague,297.1016,297.24372019743583,301.1418833617779,293.2844470576839
5034,2011-07-01,Prague,299.3201,299.5385743474281,303.602898825207,295.4861704801706
5035,2011-08-01,Prague,299.04984,298.39941309403133,302.20982467710616,294.3841070893049
5036,2011-09-01,Prague,293.47226,294.65748855337455,298.9518510026347,290.6601856289023
5037,2011-10-01,Prague,283.3019,285.6714333966843,289.9852412794067,281.5337969389742
5038,2011-11-01,Prague,285.29382,281.3629868326012,285.3444766366899,277.3682919403603
5039,2011-12-01,Prague,277.42902,278.4377229572334,282.43639354626623,274.6021797803983
5040,2012-01-01,Prague,274.21597,276.45006260398054,280.1361627427145,272.38994600776806
5041,2012-02-01,Prague,279.14322,278.5770551743449,282.46988843521183,274.2981313584799
5042,2012-03-01,Prague,278.77582,281.5817882582363,285.6691340650489,277.55954760459167
5043,2012-04-01,Prague,285.20996,284.98822932327744,289.0047755432434,281.02577133147315
5044,2012-05-01,Prague,293.31216,293.5061313130249,297.3644287708213,289.604142599241
5045,2012-06-01,Prague,296.21985,297.50481473383854,301.63871209178956,293.81781124831326
5046,2012-07-01,Prague,301.56805,300.82518552165686,304.69498516486675,296.75259778612036
5047,2012-08-01,Prague,296.99176,296.971374675373,301.2002258302421,293.0141214213618
5048,2012-09-01,Prague,298.2072,294.01500843532114,298.1369663305696,289.9699589161244
5049,2012-10-01,Prague,290.98288,288.76443935573457,292.6935783890538,284.2678639143222
5050,2012-11-01,Prague,281.6933,280.9427621433642,285.0548736649736,276.92797478964894
5051,2012-12-01,Prague,280.5797,277.52495583355187,281.7296775810314,273.4881718434699
5052,2013-01-01,Prague,278.7459,277.62088307489284,281.3443491927211,273.8204685502099
5053,2013-02-01,Prague,280.5847,279.6973654446902,283.48340582539726,275.8585355887369
5054,2013-03-01,Prague,277.55115,281.9840241948781,285.90688248753276,277.82186227787577
5055,2013-04-01,Prague,285.19998,286.146604385471,290.0509884998887,282.49518470220727
5056,2013-05-01,Prague,294.8918,293.15928019332705,297.11596342769303,288.925393649955
5057,2013-06-01,Prague,293.62384,298.00548000242395,301.7628050188251,293.9908985275275
5058,2013-07-01,Prague,303.889,300.9806894822708,304.77540836326676,296.9415272648422
5059,2013-08-01,Prague,295.32755,298.03581690630773,301.8064007655108,294.1364905263903
5060,2013-09-01,Prague,291.74866,294.84181854873066,299.0569065726378,290.9389897366586
5061,2013-10-01,Prague,291.9125,288.32790550184745,292.38159350396216,284.0690981889866
5062,2013-11-01,Prague,281.28232,281.66013293187274,285.35191555527945,277.6966930670265
5063,2013-12-01,Prague,279.93344,278.42722585727836,282.491388044457,274.5782915911417
5064,2014-01-01,Prague,,277.83265457901797,281.4474141280785,274.06461084927906
5065,2014-02-01,Prague,,279.9153260065541,283.9323648190515,276.05547602025086
5066,2014-03-01,Prague,,282.3964101773591,286.4171562329609,278.33441522131864
5067,2014-04-01,Prague,,287.29670898060596,291.1595979090399,283.33771034771894
5068,2014-05-01,Prague,,292.8032620484104,296.9377721647484,288.7464048565156
5069,2014-06-01,Prague,,298.5121215524345,302.2670688732518,294.43795518113535
5070,2014-07-01,Prague,,301.14550550037904,305.2787178725483,297.09531300014487
5071,2014-08-01,Prague,,299.1057938631266,302.95647036338494,295.05362222523814
5072,2014-09-01,Prague,,295.6498082357652,299.61612958865254,291.8271691625978
5073,2014-10-01,Prague,,287.8903165319898,291.8658183938765,283.8082860498641
5074,2014-11-01,Prague,,282.3939817218694,286.68874172871284,278.15286569450154
5075,2014-12-01,Prague,,279.3253758471939,283.38698661848025,275.4098827736421
5076,2015-01-01,Prague,,278.0360418793417,282.0555449479855,273.9236627694217
5077,2015-02-01,Prague,,280.13551560673784,283.958828638933,276.29802595422734
5078,2015-03-01,Prague,,282.8187859565631,286.92123722866967,278.87908483965435
5079,2015-04-01,Prague,,288.4378534356089,292.36671155564494,284.5124822146795
5080,2015-05-01,Prague,,292.4387562809095,296.42762583700596,288.5468658837764
5081,2015-06-01,Prague,,299.02490661694276,302.9940110374951,295.161479579295
5082,2015-07-01,Prague,,301.31976076693195,305.23484630753995,297.5663525613834
5083,2015-08-01,Prague,,300.18059951353933,304.16872637591473,296.229997188896
5084,2015-09-01,Prague,,296.4386749728771,300.7133357211122,292.6150524210518
5085,2015-10-01,Prague,,287.45261981619,291.5051495466189,283.6259581537568
5086,2015-11-01,Prague,,283.14417325210275,286.94267212135156,279.04968405569684
5087,2015-12-01,Prague,,280.21890937674084,284.1397158106288,275.9616096130448
5088,2016-01-01,Prague,,278.23124902348536,282.40289509248055,274.17837137141953
5089,2016-02-01,Prague,,280.358241593852,284.34609440748585,276.3403286502524
5090,2016-03-01,Prague,,283.36297467773977,287.59303447885975,279.41220732560737
5091,2016-04-01,Prague,,286.7694157427906,290.462266163197,282.6638561903272
5092,2016-05-01,Prague,,295.28731773253276,299.54902203358995,291.37970355907896
5093,2016-06-01,Prague,,299.286001153348,303.26958066949743,295.382917541544
5094,2016-07-01,Prague,,302.6063719411608,306.8414912051697,298.80649375742115
5095,2016-08-01,Prague,,298.7525610948826,302.72802557732984,294.8733289035863
5096,2016-09-01,Prague,,295.7961948548282,299.6272525026336,291.6287737635336
5097,2016-10-01,Prague,,290.54562577524564,294.4770118549784,286.62540020693217
5098,2016-11-01,Prague,,282.72394856287286,287.0297615678615,278.46251041025573
5099,2016-12-01,Prague,,279.30614225305357,283.49210189057425,275.0676096868355
5100,2017-01-01,Prague,,279.402069494399,283.4719424085532,275.3267796538805
5101,2017-02-01,Prague,,281.478551864197,285.4916087139971,277.54620820766627
5102,2017-03-01,Prague,,283.7652106143832,287.6539060369646,279.5230316741383
5103,2017-04-01,Prague,,287.9277908049796,291.89405625319404,283.94341151971116
5104,2017-05-01,Prague,,294.9404666128303,298.943643522872,290.83369513658795
5105,2017-06-01,Prague,,299.78666642192735,303.80788157613324,295.57973987680293
5106,2017-07-01,Prague,,302.7618759017776,307.09187172032307,298.45514203953843
5107,2017-08-01,Prague,,299.8170033258113,303.757797204663,295.72312410159236
5108,2017-09-01,Prague,,296.623004968239,300.6835846246723,292.2898421650619
5109,2017-10-01,Prague,,290.10909192134557,294.1541357934128,285.8458819694237
5110,2017-11-01,Prague,,283.4413193513766,287.32012871926565,279.004364265583
5111,2017-12-01,Prague,,280.2084122767904,284.27043728918903,275.5735162318449
5112,2018-01-01,Prague,,279.6138409985255,283.8514057054725,275.3176188406431
5113,2018-02-01,Prague,,281.69651242606534,285.89559606495374,277.186565452374
5114,2018-03-01,Prague,,284.1775965968679,288.1320050312129,279.5511840360578
5115,2018-04-01,Prague,,289.0778954001156,293.5162423697065,284.88913117312796
5116,2018-05-01,Prague,,294.5844484679131,299.23351760612024,290.39532149619765
5117,2018-06-01,Prague,,300.29330797194064,304.4374728396929,296.2719130938325
